"","age","job","marital","education","default","housing","loan","contact","month","day_of_week","campaign","alreadycontact","previous","poutcome","priceidx","confidx","euribor3m","y"
"333","[41.3,64.7)","technician","married","unknown","no","yes","no","telephone","jun","fri",3,0,0,"nonexistent","[93.9,94.8]","[-46.0,-41.2)","[2.840,5.045]","no"
"2854","[41.3,64.7)","services","married","basic.9y","no","no","no","cellular","may","wed",1,0,1,"failure","[92.2,93.1)","[-50.8,-46.0)","[0.635,2.840)","yes"
"2595","[18.0,41.3)","entrepreneur","single","university.degree","no","no","no","cellular","nov","thu",3,0,0,"nonexistent","[93.1,93.9)","[-46.0,-41.2)","[2.840,5.045]","no"
"2945","[18.0,41.3)","services","married","high.school","no","yes","yes","telephone","jul","mon",9,0,0,"nonexistent","[93.9,94.8]","[-46.0,-41.2)","[2.840,5.045]","no"
"3014","[18.0,41.3)","admin.","single","professional.course","no","yes","yes","cellular","may","thu",1,0,0,"nonexistent","[92.2,93.1)","[-50.8,-46.0)","[0.635,2.840)","yes"
"852","[41.3,64.7)","self-employed","married","basic.6y","unknown","yes","no","cellular","nov","tue",1,0,1,"failure","[93.1,93.9)","[-46.0,-41.2)","[2.840,5.045]","no"
"951","[18.0,41.3)","admin.","divorced","university.degree","no","yes","no","telephone","may","thu",4,0,0,"nonexistent","[93.9,94.8]","[-36.5,-31.7)","[2.840,5.045]","no"
"3508","[41.3,64.7)","management","married","university.degree","no","no","no","cellular","aug","tue",1,0,0,"nonexistent","[92.2,93.1)","[-31.7,-26.9]","[0.635,2.840)","yes"
"3764","[18.0,41.3)","blue-collar","single","high.school","unknown","no","no","cellular","may","mon",2,0,0,"nonexistent","[92.2,93.1)","[-50.8,-46.0)","[0.635,2.840)","no"
"3625","[18.0,41.3)","blue-collar","married","basic.9y","no","yes","no","telephone","jun","wed",1,0,0,"nonexistent","[93.9,94.8]","[-46.0,-41.2)","[2.840,5.045]","no"
"1089","[41.3,64.7)","blue-collar","married","basic.9y","no","no","yes","telephone","may","fri",1,0,0,"nonexistent","[93.9,94.8]","[-36.5,-31.7)","[2.840,5.045]","yes"
"3933","[18.0,41.3)","entrepreneur","single","university.degree","no","no","no","cellular","apr","fri",2,0,0,"nonexistent","[93.1,93.9)","[-50.8,-46.0)","[0.635,2.840)","no"
"1303","[41.3,64.7)","unemployed","married","professional.course","no","no","no","cellular","sep","fri",1,0,2,"failure","[92.2,93.1)","[-31.7,-26.9]","[0.635,2.840)","no"
"2798","[18.0,41.3)","blue-collar","single","basic.9y","no","no","no","cellular","jul","thu",1,0,0,"nonexistent","[93.9,94.8]","[-46.0,-41.2)","[2.840,5.045]","no"
"2593","[41.3,64.7)","admin.","divorced","high.school","no","yes","no","cellular","jun","mon",1,0,0,"nonexistent","[92.2,93.1)","[-41.2,-36.5)","[0.635,2.840)","yes"
"12","[64.7,88.0]","housemaid","married","basic.4y","no","no","no","telephone","sep","tue",3,1,2,"success","[93.9,94.8]","[-41.2,-36.5)","[0.635,2.840)","yes"
"469","[18.0,41.3)","blue-collar","married","high.school","no","yes","no","telephone","may","wed",1,0,0,"nonexistent","[93.9,94.8]","[-36.5,-31.7)","[2.840,5.045]","no"
"1795","[18.0,41.3)","admin.","married","university.degree","no","yes","no","telephone","may","fri",1,0,0,"nonexistent","[93.9,94.8]","[-36.5,-31.7)","[2.840,5.045]","no"
"564","[41.3,64.7)","management","married","university.degree","no","yes","no","cellular","nov","thu",6,0,0,"nonexistent","[93.1,93.9)","[-46.0,-41.2)","[2.840,5.045]","no"
"1262","[18.0,41.3)","blue-collar","single","basic.9y","no","no","no","cellular","may","mon",2,0,1,"failure","[92.2,93.1)","[-50.8,-46.0)","[0.635,2.840)","no"
"1282","[18.0,41.3)","blue-collar","single","basic.9y","no","no","no","cellular","apr","mon",1,0,0,"nonexistent","[93.1,93.9)","[-50.8,-46.0)","[0.635,2.840)","no"
"3942","[41.3,64.7)","admin.","married","university.degree","no","no","no","cellular","aug","wed",6,0,0,"nonexistent","[93.1,93.9)","[-36.5,-31.7)","[2.840,5.045]","no"
"2140","[18.0,41.3)","entrepreneur","married","basic.4y","unknown","yes","no","cellular","jul","wed",2,0,0,"nonexistent","[93.9,94.8]","[-46.0,-41.2)","[2.840,5.045]","no"
"2981","[18.0,41.3)","entrepreneur","single","professional.course","no","no","no","telephone","jun","tue",2,0,0,"nonexistent","[93.9,94.8]","[-46.0,-41.2)","[2.840,5.045]","no"
"3718","[41.3,64.7)","blue-collar","married","basic.4y","unknown","yes","no","telephone","may","fri",2,0,0,"nonexistent","[93.9,94.8]","[-36.5,-31.7)","[2.840,5.045]","no"
"688","[18.0,41.3)","technician","single","professional.course","no","no","no","cellular","jul","tue",2,0,0,"nonexistent","[93.9,94.8]","[-46.0,-41.2)","[2.840,5.045]","no"
"2939","[41.3,64.7)","admin.","married","high.school","no","no","no","cellular","aug","wed",10,0,0,"nonexistent","[93.1,93.9)","[-36.5,-31.7)","[2.840,5.045]","no"
"2916","[41.3,64.7)","housemaid","married","basic.6y","no","yes","no","cellular","aug","tue",1,0,0,"nonexistent","[93.1,93.9)","[-36.5,-31.7)","[2.840,5.045]","no"
"3112","[41.3,64.7)","admin.","married","university.degree","no","yes","yes","cellular","apr","thu",5,0,0,"nonexistent","[93.1,93.9)","[-50.8,-46.0)","[0.635,2.840)","yes"
"2093","[18.0,41.3)","admin.","single","professional.course","no","no","yes","telephone","jun","thu",1,0,0,"nonexistent","[93.9,94.8]","[-46.0,-41.2)","[2.840,5.045]","no"
"4070","[64.7,88.0]","retired","married","basic.4y","no","yes","no","cellular","oct","wed",1,0,2,"failure","[93.9,94.8]","[-50.8,-46.0)","[0.635,2.840)","yes"
"2711","[41.3,64.7)","blue-collar","married","basic.6y","no","yes","yes","telephone","may","thu",1,0,0,"nonexistent","[93.9,94.8]","[-36.5,-31.7)","[2.840,5.045]","no"
"526","[18.0,41.3)","admin.","single","unknown","no","no","yes","telephone","may","fri",4,0,0,"nonexistent","[93.9,94.8]","[-36.5,-31.7)","[2.840,5.045]","no"
"2172","[18.0,41.3)","management","single","university.degree","no","yes","yes","cellular","nov","thu",2,0,0,"nonexistent","[93.1,93.9)","[-46.0,-41.2)","[2.840,5.045]","no"
"2978","[41.3,64.7)","blue-collar","divorced","basic.9y","no","yes","no","cellular","nov","thu",2,0,0,"nonexistent","[93.1,93.9)","[-46.0,-41.2)","[2.840,5.045]","no"
"3430","[18.0,41.3)","blue-collar","married","basic.9y","no","no","yes","cellular","jul","fri",3,0,0,"nonexistent","[93.9,94.8]","[-46.0,-41.2)","[2.840,5.045]","no"
"2503","[41.3,64.7)","blue-collar","married","basic.6y","unknown","no","yes","cellular","may","tue",1,0,0,"nonexistent","[92.2,93.1)","[-50.8,-46.0)","[0.635,2.840)","no"
"1200","[18.0,41.3)","unknown","married","unknown","no","yes","no","cellular","aug","thu",10,0,0,"nonexistent","[93.1,93.9)","[-36.5,-31.7)","[2.840,5.045]","no"
"3227","[41.3,64.7)","admin.","married","high.school","unknown","yes","no","telephone","jun","mon",12,0,0,"nonexistent","[93.9,94.8]","[-46.0,-41.2)","[2.840,5.045]","no"
"3524","[41.3,64.7)","retired","divorced","basic.4y","no","no","no","telephone","jun","mon",3,0,0,"nonexistent","[93.9,94.8]","[-46.0,-41.2)","[2.840,5.045]","no"
"2729","[18.0,41.3)","admin.","single","university.degree","no","yes","no","cellular","aug","tue",5,0,0,"nonexistent","[93.1,93.9)","[-36.5,-31.7)","[2.840,5.045]","no"
"216","[18.0,41.3)","admin.","married","university.degree","no","yes","no","cellular","aug","thu",1,0,0,"nonexistent","[93.1,93.9)","[-36.5,-31.7)","[2.840,5.045]","no"
"3512","[18.0,41.3)","services","married","high.school","unknown","no","no","cellular","jul","mon",1,0,0,"nonexistent","[93.9,94.8]","[-46.0,-41.2)","[2.840,5.045]","no"
"1276","[41.3,64.7)","admin.","married","university.degree","no","yes","no","cellular","jul","fri",5,0,0,"nonexistent","[93.9,94.8]","[-46.0,-41.2)","[2.840,5.045]","no"
"1981","[41.3,64.7)","admin.","married","university.degree","no","no","no","cellular","jul","wed",2,0,0,"nonexistent","[93.9,94.8]","[-46.0,-41.2)","[2.840,5.045]","no"
"1998","[18.0,41.3)","admin.","single","university.degree","no","no","no","cellular","jul","wed",2,0,0,"nonexistent","[93.9,94.8]","[-46.0,-41.2)","[2.840,5.045]","yes"
"1550","[41.3,64.7)","housemaid","single","university.degree","no","no","yes","cellular","dec","mon",3,0,0,"nonexistent","[92.2,93.1)","[-36.5,-31.7)","[0.635,2.840)","no"
"2398","[18.0,41.3)","admin.","single","high.school","no","yes","no","cellular","jul","wed",4,0,0,"nonexistent","[93.9,94.8]","[-46.0,-41.2)","[2.840,5.045]","no"
"3468","[18.0,41.3)","self-employed","married","basic.9y","no","yes","no","telephone","jun","mon",4,0,0,"nonexistent","[93.9,94.8]","[-46.0,-41.2)","[2.840,5.045]","no"
"3392","[41.3,64.7)","blue-collar","divorced","basic.4y","no","yes","no","cellular","aug","mon",7,0,0,"nonexistent","[93.1,93.9)","[-36.5,-31.7)","[2.840,5.045]","no"
"3312","[18.0,41.3)","unknown","single","basic.4y","unknown","no","no","telephone","may","fri",4,0,0,"nonexistent","[93.9,94.8]","[-36.5,-31.7)","[2.840,5.045]","no"
"1907","[18.0,41.3)","technician","single","university.degree","no","yes","no","cellular","aug","thu",1,0,0,"nonexistent","[93.1,93.9)","[-36.5,-31.7)","[2.840,5.045]","no"
"1881","[18.0,41.3)","technician","single","professional.course","no","yes","no","cellular","aug","thu",2,0,0,"nonexistent","[93.1,93.9)","[-36.5,-31.7)","[2.840,5.045]","no"
"3708","[41.3,64.7)","blue-collar","single","basic.4y","unknown","yes","no","telephone","may","mon",2,0,0,"nonexistent","[93.9,94.8]","[-36.5,-31.7)","[2.840,5.045]","no"
"414","[18.0,41.3)","unemployed","married","high.school","no","yes","no","cellular","jul","tue",3,0,0,"nonexistent","[93.9,94.8]","[-46.0,-41.2)","[2.840,5.045]","no"
"2642","[18.0,41.3)","admin.","married","university.degree","no","yes","no","cellular","aug","mon",3,0,1,"failure","[93.9,94.8]","[-41.2,-36.5)","[0.635,2.840)","no"
"992","[18.0,41.3)","blue-collar","married","basic.4y","no","no","no","telephone","jun","fri",2,0,0,"nonexistent","[93.9,94.8]","[-46.0,-41.2)","[2.840,5.045]","no"
"1222","[18.0,41.3)","blue-collar","divorced","basic.9y","no","unknown","unknown","telephone","jun","mon",3,0,0,"nonexistent","[93.9,94.8]","[-46.0,-41.2)","[2.840,5.045]","no"
"200","[18.0,41.3)","services","married","high.school","unknown","yes","no","cellular","may","tue",1,0,0,"nonexistent","[92.2,93.1)","[-50.8,-46.0)","[0.635,2.840)","no"
"3466","[18.0,41.3)","blue-collar","married","basic.9y","no","no","no","cellular","jul","wed",6,0,0,"nonexistent","[93.9,94.8]","[-46.0,-41.2)","[2.840,5.045]","no"
"337","[41.3,64.7)","admin.","married","high.school","no","yes","no","cellular","aug","fri",1,0,0,"nonexistent","[93.1,93.9)","[-36.5,-31.7)","[2.840,5.045]","no"
"1903","[18.0,41.3)","admin.","married","university.degree","no","yes","yes","cellular","aug","fri",1,0,0,"nonexistent","[93.1,93.9)","[-36.5,-31.7)","[2.840,5.045]","no"
"2400","[18.0,41.3)","admin.","single","university.degree","no","no","no","cellular","jul","thu",6,0,0,"nonexistent","[93.9,94.8]","[-46.0,-41.2)","[2.840,5.045]","no"
"3224","[18.0,41.3)","student","single","university.degree","unknown","yes","no","telephone","may","mon",1,0,0,"nonexistent","[93.9,94.8]","[-36.5,-31.7)","[2.840,5.045]","no"
"1617","[18.0,41.3)","services","married","high.school","no","no","no","cellular","may","wed",3,0,0,"nonexistent","[92.2,93.1)","[-50.8,-46.0)","[0.635,2.840)","no"
"3762","[18.0,41.3)","management","single","university.degree","no","no","no","telephone","may","fri",1,0,0,"nonexistent","[93.9,94.8]","[-36.5,-31.7)","[2.840,5.045]","no"
"2627","[18.0,41.3)","admin.","single","high.school","no","yes","no","telephone","jun","wed",3,0,0,"nonexistent","[93.9,94.8]","[-46.0,-41.2)","[2.840,5.045]","no"
"239","[41.3,64.7)","services","married","basic.4y","unknown","no","no","cellular","aug","thu",7,0,0,"nonexistent","[93.1,93.9)","[-36.5,-31.7)","[2.840,5.045]","no"
"1752","[41.3,64.7)","management","divorced","university.degree","no","yes","no","telephone","jul","wed",5,0,0,"nonexistent","[93.9,94.8]","[-46.0,-41.2)","[2.840,5.045]","no"
"1272","[18.0,41.3)","admin.","single","unknown","unknown","yes","no","cellular","apr","fri",2,0,0,"nonexistent","[93.1,93.9)","[-50.8,-46.0)","[0.635,2.840)","no"
"2786","[41.3,64.7)","admin.","married","high.school","no","yes","no","cellular","nov","mon",1,0,0,"nonexistent","[93.1,93.9)","[-46.0,-41.2)","[2.840,5.045]","no"
"3027","[18.0,41.3)","services","married","high.school","no","no","no","telephone","jun","tue",2,0,0,"nonexistent","[93.9,94.8]","[-46.0,-41.2)","[2.840,5.045]","no"
"3142","[18.0,41.3)","technician","single","professional.course","no","no","no","cellular","may","wed",1,0,0,"nonexistent","[92.2,93.1)","[-50.8,-46.0)","[0.635,2.840)","no"
"2806","[41.3,64.7)","management","married","basic.9y","no","yes","no","cellular","aug","wed",1,0,0,"nonexistent","[93.1,93.9)","[-36.5,-31.7)","[2.840,5.045]","no"
"554","[18.0,41.3)","admin.","single","university.degree","unknown","no","no","telephone","may","wed",4,0,0,"nonexistent","[93.9,94.8]","[-36.5,-31.7)","[2.840,5.045]","no"
"1693","[18.0,41.3)","technician","married","professional.course","no","no","no","telephone","may","tue",2,0,0,"nonexistent","[93.9,94.8]","[-36.5,-31.7)","[2.840,5.045]","no"
"3044","[41.3,64.7)","blue-collar","single","basic.9y","unknown","no","no","cellular","may","wed",1,0,0,"nonexistent","[92.2,93.1)","[-50.8,-46.0)","[0.635,2.840)","no"
"262","[41.3,64.7)","entrepreneur","married","professional.course","no","no","no","telephone","may","mon",1,0,0,"nonexistent","[93.9,94.8]","[-36.5,-31.7)","[2.840,5.045]","no"
"1871","[41.3,64.7)","technician","married","basic.6y","no","no","no","cellular","jul","thu",1,0,0,"nonexistent","[93.9,94.8]","[-46.0,-41.2)","[2.840,5.045]","no"
"1239","[18.0,41.3)","management","single","university.degree","no","yes","no","cellular","may","thu",2,0,0,"nonexistent","[92.2,93.1)","[-50.8,-46.0)","[0.635,2.840)","no"
"4065","[41.3,64.7)","self-employed","married","basic.4y","no","yes","no","telephone","apr","mon",3,0,1,"failure","[93.1,93.9)","[-50.8,-46.0)","[0.635,2.840)","no"
"3342","[18.0,41.3)","admin.","single","high.school","no","yes","yes","cellular","may","wed",4,0,0,"nonexistent","[92.2,93.1)","[-50.8,-46.0)","[0.635,2.840)","no"
"2392","[41.3,64.7)","services","married","basic.6y","no","unknown","unknown","telephone","jun","wed",10,0,0,"nonexistent","[93.9,94.8]","[-46.0,-41.2)","[2.840,5.045]","no"
"2388","[18.0,41.3)","admin.","married","high.school","no","yes","yes","telephone","jun","mon",1,0,0,"nonexistent","[93.9,94.8]","[-46.0,-41.2)","[2.840,5.045]","no"
"806","[18.0,41.3)","technician","married","university.degree","no","yes","no","cellular","may","mon",1,0,0,"nonexistent","[92.2,93.1)","[-50.8,-46.0)","[0.635,2.840)","no"
"2330","[18.0,41.3)","blue-collar","married","basic.6y","unknown","no","no","telephone","jun","fri",1,0,0,"nonexistent","[93.9,94.8]","[-46.0,-41.2)","[2.840,5.045]","no"
"100","[41.3,64.7)","admin.","divorced","high.school","no","yes","no","cellular","aug","tue",2,1,3,"success","[93.9,94.8]","[-41.2,-36.5)","[0.635,2.840)","yes"
"313","[18.0,41.3)","unemployed","married","high.school","no","yes","no","cellular","nov","thu",1,0,0,"nonexistent","[93.1,93.9)","[-46.0,-41.2)","[2.840,5.045]","no"
"1421","[41.3,64.7)","blue-collar","married","high.school","no","no","no","cellular","may","tue",1,0,0,"nonexistent","[92.2,93.1)","[-50.8,-46.0)","[0.635,2.840)","no"
"3956","[41.3,64.7)","admin.","married","basic.6y","no","yes","no","telephone","jun","wed",3,0,0,"nonexistent","[93.9,94.8]","[-46.0,-41.2)","[2.840,5.045]","no"
"221","[41.3,64.7)","services","married","high.school","no","yes","no","cellular","apr","mon",1,0,0,"nonexistent","[93.1,93.9)","[-50.8,-46.0)","[0.635,2.840)","no"
"2113","[18.0,41.3)","student","single","high.school","no","no","no","cellular","may","mon",1,0,0,"nonexistent","[92.2,93.1)","[-50.8,-46.0)","[0.635,2.840)","no"
"1307","[18.0,41.3)","admin.","married","university.degree","no","yes","no","cellular","aug","mon",2,0,0,"nonexistent","[93.1,93.9)","[-36.5,-31.7)","[2.840,5.045]","no"
"4013","[18.0,41.3)","management","married","university.degree","no","no","no","cellular","nov","tue",3,0,1,"failure","[93.1,93.9)","[-46.0,-41.2)","[2.840,5.045]","no"
"2013","[18.0,41.3)","admin.","single","university.degree","no","yes","no","cellular","may","tue",1,0,0,"nonexistent","[92.2,93.1)","[-50.8,-46.0)","[0.635,2.840)","no"
"2757","[18.0,41.3)","admin.","married","high.school","no","yes","no","cellular","nov","tue",5,0,0,"nonexistent","[92.2,93.1)","[-31.7,-26.9]","[0.635,2.840)","yes"
"641","[18.0,41.3)","blue-collar","married","professional.course","no","no","no","telephone","may","wed",8,0,0,"nonexistent","[92.2,93.1)","[-50.8,-46.0)","[0.635,2.840)","no"
"3525","[18.0,41.3)","services","married","professional.course","no","no","no","cellular","nov","thu",3,0,0,"nonexistent","[93.1,93.9)","[-46.0,-41.2)","[2.840,5.045]","no"
"611","[41.3,64.7)","blue-collar","married","basic.4y","no","unknown","unknown","telephone","jun","thu",3,0,0,"nonexistent","[93.9,94.8]","[-46.0,-41.2)","[2.840,5.045]","no"
"3439","[41.3,64.7)","admin.","married","university.degree","no","yes","no","cellular","aug","wed",3,0,0,"nonexistent","[93.1,93.9)","[-36.5,-31.7)","[2.840,5.045]","no"
"2603","[41.3,64.7)","self-employed","married","basic.9y","no","no","no","cellular","aug","tue",2,0,0,"nonexistent","[93.1,93.9)","[-36.5,-31.7)","[2.840,5.045]","no"
"629","[41.3,64.7)","blue-collar","married","high.school","no","yes","no","cellular","may","wed",1,0,1,"failure","[92.2,93.1)","[-50.8,-46.0)","[0.635,2.840)","yes"
"1503","[18.0,41.3)","admin.","married","high.school","no","yes","no","telephone","may","wed",2,0,0,"nonexistent","[93.9,94.8]","[-36.5,-31.7)","[2.840,5.045]","no"
"3551","[18.0,41.3)","technician","married","professional.course","no","yes","no","cellular","aug","mon",1,0,0,"nonexistent","[93.1,93.9)","[-36.5,-31.7)","[2.840,5.045]","no"
"3368","[18.0,41.3)","blue-collar","married","basic.9y","no","no","no","telephone","may","tue",1,0,0,"nonexistent","[93.9,94.8]","[-36.5,-31.7)","[2.840,5.045]","no"
"1056","[18.0,41.3)","services","divorced","high.school","no","yes","yes","cellular","nov","mon",1,0,0,"nonexistent","[93.1,93.9)","[-46.0,-41.2)","[2.840,5.045]","no"
"3501","[18.0,41.3)","admin.","single","university.degree","no","yes","no","cellular","aug","tue",4,0,0,"nonexistent","[93.1,93.9)","[-36.5,-31.7)","[2.840,5.045]","no"
"2269","[18.0,41.3)","admin.","single","university.degree","no","no","yes","cellular","aug","thu",1,0,0,"nonexistent","[93.1,93.9)","[-36.5,-31.7)","[2.840,5.045]","no"
"2574","[41.3,64.7)","unemployed","divorced","high.school","no","yes","no","telephone","may","wed",1,0,0,"nonexistent","[93.9,94.8]","[-36.5,-31.7)","[2.840,5.045]","no"
"2824","[18.0,41.3)","blue-collar","married","basic.6y","no","no","no","cellular","may","thu",7,0,0,"nonexistent","[92.2,93.1)","[-50.8,-46.0)","[0.635,2.840)","no"
